SRA,BioProject,Biosample,Experiment,Bases,Bytes,create_date,Strain,Genotype,Experiment.1,Condition,Post_induction,Replicates,P_aas,P_tesA,P_rpaA,P_kaiBC,P_rpaA_D53E,P_OX_plasmid,P_Subjective_dawn,P_Subjective_dusk,P_N (mg/L),P_np_kaiBC,P_p0050_kaiBC,P_rel,P_relA,P_relA_E335Q,P_Light (umol photons m-2 s-1),P_sigF,P_rpoD2,P_rpoD6,P_rpoD5,P_pAM2991-xylEAB,P_pAM2991-galP,P_pilB::Tn5,P_BG-11,P_CM,P_Biofilm,Project_tag,SRA_study_id,Ref_condition,Experiment_type,Project_replicates,Single_paired,RNASeq_samples_n,Data_loc,Data_link,Paper,Culture,Growth_Phase,Media,CO2 (%),Light (uE*m-2*sec-1),Temp (°C),Agitation (rpm),OD,pH,Notes,Time_delta,Condition_pi,Project_condition_pi,Passed_Min_Reads,Passed_Global_Corr,passed_replicate_corr,passed_timeseries_corr,Overall_pass
SRR6069391,PRJNA412032,SAMN07693209,SRX3211318,500.18 M,242.58 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_lowlight_dawn,12h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 12:00:00,wt_lowlight_dawn_12h,Light_wt_lowlight_dawn_12h,True,True,True,False,True
SRR6069392,PRJNA412032,SAMN07693208,SRX3211319,660.93 M,333.70 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_lowlight_dawn,12h,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 12:00:00,wt_lowlight_dawn_12h,Light_wt_lowlight_dawn_12h,True,True,True,False,True
SRR6069393,PRJNA412032,SAMN07693207,SRX3211320,458.57 M,223.29 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,0.5h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 00:30:00,wt_clearday_dawn_0.5h,Light_wt_clearday_dawn_0.5h,True,True,True,False,True
SRR6069394,PRJNA412032,SAMN07693205,SRX3211321,373.74 M,183.04 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,0.5h,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 00:30:00,wt_clearday_dawn_0.5h,Light_wt_clearday_dawn_0.5h,True,True,True,False,True
SRR6069395,PRJNA412032,SAMN07693204,SRX3211322,549.63 M,267.21 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,2h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,300.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 02:00:00,wt_clearday_dawn_2h,Light_wt_clearday_dawn_2h,True,True,True,False,True
SRR6069396,PRJNA412032,SAMN07693203,SRX3211323,292.40 M,143.26 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,2h,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,300.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 02:00:00,wt_clearday_dawn_2h,Light_wt_clearday_dawn_2h,True,True,True,False,True
SRR6069397,PRJNA412032,SAMN07693193,SRX3211324,217.93 M,105.40 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,4h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,500.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 04:00:00,wt_clearday_dawn_4h,Light_wt_clearday_dawn_4h,True,True,True,False,True
SRR6069398,PRJNA412032,SAMN07693192,SRX3211325,308.64 M,151.05 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,4h,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,500.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 04:00:00,wt_clearday_dawn_4h,Light_wt_clearday_dawn_4h,True,True,True,False,True
SRR6069399,PRJNA412032,SAMN07693191,SRX3211326,463.62 M,223.83 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,6h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,600.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 06:00:00,wt_clearday_dawn_6h,Light_wt_clearday_dawn_6h,True,True,True,False,True
SRR6069400,PRJNA412032,SAMN07693190,SRX3211327,376.54 M,183.68 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,6h,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,600.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 06:00:00,wt_clearday_dawn_6h,Light_wt_clearday_dawn_6h,True,True,True,False,True
SRR6069401,PRJNA412032,SAMN07693189,SRX3211328,419.78 M,201.64 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,8h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,500.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 08:00:00,wt_clearday_dawn_8h,Light_wt_clearday_dawn_8h,True,True,True,False,True
SRR6069402,PRJNA412032,SAMN07693188,SRX3211329,309.16 M,150.95 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,8h,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,500.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 08:00:00,wt_clearday_dawn_8h,Light_wt_clearday_dawn_8h,True,True,True,False,True
SRR6069403,PRJNA412032,SAMN07693187,SRX3211330,266.07 M,128.58 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,9h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,400.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 09:00:00,wt_clearday_dawn_9h,Light_wt_clearday_dawn_9h,True,True,True,False,True
SRR6069404,PRJNA412032,SAMN07693186,SRX3211331,302.33 M,147.69 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,9h,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,400.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 09:00:00,wt_clearday_dawn_9h,Light_wt_clearday_dawn_9h,True,True,True,False,True
SRR6069405,PRJNA412032,SAMN07693185,SRX3211332,382.95 M,184.90 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,10h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,300.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 10:00:00,wt_clearday_dawn_10h,Light_wt_clearday_dawn_10h,True,True,True,False,True
SRR6069406,PRJNA412032,SAMN07693184,SRX3211333,320.41 M,157.82 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,10h,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,300.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 10:00:00,wt_clearday_dawn_10h,Light_wt_clearday_dawn_10h,True,True,True,False,True
SRR6069407,PRJNA412032,SAMN07693183,SRX3211334,407.24 M,195.73 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,12h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 12:00:00,wt_clearday_dawn_12h,Light_wt_clearday_dawn_12h,True,True,True,False,True
SRR6069408,PRJNA412032,SAMN07693182,SRX3211335,351.71 M,170.04 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_clearday_dawn,12h,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 12:00:00,wt_clearday_dawn_12h,Light_wt_clearday_dawn_12h,True,True,True,False,True
SRR6069409,PRJNA412032,SAMN07693181,SRX3211336,333.83 M,162.52 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,8h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,500.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 08:00:00,wt_highlight_pulse_8h,Light_wt_highlight_pulse_8h,True,True,True,False,True
SRR6069410,PRJNA412032,SAMN07693180,SRX3211337,359.56 M,182.37 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,8h,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,500.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 08:00:00,wt_highlight_pulse_8h,Light_wt_highlight_pulse_8h,True,True,True,False,True
SRR6069411,PRJNA412032,SAMN07693179,SRX3211338,485.88 M,235.81 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,8.25h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,500.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 08:15:00,wt_highlight_pulse_8.25h,Light_wt_highlight_pulse_8.25h,True,True,True,False,True
SRR6069412,PRJNA412032,SAMN07693178,SRX3211339,429.38 M,217.61 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,8.25h,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,500.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 08:15:00,wt_highlight_pulse_8.25h,Light_wt_highlight_pulse_8.25h,True,True,True,False,True
SRR6069413,PRJNA412032,SAMN07693177,SRX3211340,425.68 M,209.24 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,8.5h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,500.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 08:30:00,wt_highlight_pulse_8.5h,Light_wt_highlight_pulse_8.5h,True,True,True,False,True
SRR6069414,PRJNA412032,SAMN07693176,SRX3211341,479.36 M,244.56 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,8.5h,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,500.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 08:30:00,wt_highlight_pulse_8.5h,Light_wt_highlight_pulse_8.5h,True,True,True,False,True
SRR6069415,PRJNA412032,SAMN07693175,SRX3211342,412.12 M,200.75 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,9h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,500.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 09:00:00,wt_highlight_pulse_9h,Light_wt_highlight_pulse_9h,True,True,True,False,True
SRR6069416,PRJNA412032,SAMN07693174,SRX3211301,394.56 M,199.92 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,9h,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,500.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 09:00:00,wt_highlight_pulse_9h,Light_wt_highlight_pulse_9h,True,True,True,False,True
SRR6069417,PRJNA412032,SAMN07693173,SRX3211302,419.13 M,203.64 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,9.25h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 09:15:00,wt_highlight_pulse_9.25h,Light_wt_highlight_pulse_9.25h,True,True,True,False,True
SRR6069418,PRJNA412032,SAMN07693172,SRX3211303,399.58 M,203.77 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,9.25h,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 09:15:00,wt_highlight_pulse_9.25h,Light_wt_highlight_pulse_9.25h,True,True,True,False,True
SRR6069419,PRJNA412032,SAMN07693171,SRX3211343,464.09 M,225.59 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,9.5h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 09:30:00,wt_highlight_pulse_9.5h,Light_wt_highlight_pulse_9.5h,True,True,True,False,True
SRR6069420,PRJNA412032,SAMN07693170,SRX3211344,262.40 M,133.91 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,9.5h,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 09:30:00,wt_highlight_pulse_9.5h,Light_wt_highlight_pulse_9.5h,True,True,True,False,True
SRR6069421,PRJNA412032,SAMN07693169,SRX3211345,447.26 M,217.56 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,10h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 10:00:00,wt_highlight_pulse_10h,Light_wt_highlight_pulse_10h,True,True,True,False,True
SRR6069422,PRJNA412032,SAMN07693168,SRX3211346,439.02 M,223.81 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_highlight_pulse,10h,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 10:00:00,wt_highlight_pulse_10h,Light_wt_highlight_pulse_10h,True,True,True,False,True
SRR6069423,PRJNA412032,SAMN07693167,SRX3211347,400.63 M,192.04 Mb,2017-09-25,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,wt_shade_pulse,8h,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Light,SRP118803,wt_clearday_dawn_0.5h,Perturbation,True,S,60,Both,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP118803&o=acc_s%3Aa,https://doi.org/10.7554/eLife.32032,Batch,TimeSeries,BG-11M,1.0,,30.0,,0.3,8.0,,0 days 08:00:00,wt_shade_pulse_8h,Light_wt_shade_pulse_8h,True,True,True,False,True
