Entry,Protein,mapped_name,refseq_locus,genbank_locus,has_annotation_match,missing_with_match,missing_without_match,double_hit,match_hit,percent_id,coverage,drop_proteins,subset_proteins,rename_proteins
Q31NL2,Q31NL2_SYNE7,Q31NL2,SYNPCC7942_RS06785,Synpcc7942_1327,True,False,False,False,,,,False,False,False
Q31LI1,Q31LI1_SYNE7,Q31LI1,SYNPCC7942_RS10440,Synpcc7942_2058,True,False,False,False,,,,False,False,False
Q31NL4,Q31NL4_SYNE7,Q31NL4,SYNPCC7942_RS06775,Synpcc7942_1325,True,False,False,False,,,,False,False,False
Q31SA7,Q31SA7_SYNE7,Q31SA7,SYNPCC7942_RS00155,Synpcc7942_0030,True,False,False,False,,,,False,False,False
Q31NL6,Q31NL6_SYNE7,Q31NL6,SYNPCC7942_RS06765,Synpcc7942_1323,True,False,False,False,,,,False,False,False
Q31NL8,Q31NL8_SYNE7,Q31NL8,SYNPCC7942_RS06755,Synpcc7942_1321,True,False,False,False,,,,False,False,False
Q31NM0,Q31NM0_SYNE7,Q31NM0,SYNPCC7942_RS06745,Synpcc7942_1319,True,False,False,False,,,,False,False,False
Q31NM3,Q31NM3_SYNE7,Q31NM3,SYNPCC7942_RS06730,Synpcc7942_1316,True,False,False,False,,,,False,False,False
Q31NM5,Q31NM5_SYNE7,Q31NM5,SYNPCC7942_RS06720,Synpcc7942_1314,True,False,False,False,,,,False,False,False
Q31NM7,Q31NM7_SYNE7,Q31NM7,SYNPCC7942_RS06710,Synpcc7942_1312,True,False,False,False,,,,False,False,False
Q31KE9,PNP_SYNE7,Q31KE9,SYNPCC7942_RS12400,Synpcc7942_2440,True,False,False,False,,,,False,False,False
O05163,O05163_SYNE7,O05163,,,False,True,False,True,Q31KP3,99.602,0.98046875,False,True,False
P50022,DNAK3_SYNE7,P50022,SYNPCC7942_RS13135,Synpcc7942_2580,True,False,False,False,,,,False,False,False
Q31NN3,Q31NN3_SYNE7,Q31NN3,SYNPCC7942_RS06680,Synpcc7942_1306,True,False,False,False,,,,False,False,False
Q31NN4,Q31NN4_SYNE7,Q31NN4,SYNPCC7942_RS06675,Synpcc7942_1305,True,False,False,False,,,,False,False,False
Q31NN5,Q31NN5_SYNE7,Q31NN5,SYNPCC7942_RS06670,Synpcc7942_1304,True,False,False,False,,,,False,False,False
Q31NN6,Q31NN6_SYNE7,Q31NN6,SYNPCC7942_RS06665,Synpcc7942_1303,True,False,False,False,,,,False,False,False
Q31K19,SYY_SYNE7,Q31K19,SYNPCC7942_RS13060,Synpcc7942_2570,True,False,False,False,,,,False,False,False
Q31NP0,Q31NP0_SYNE7,Q31NP0,SYNPCC7942_RS06645,Synpcc7942_1299,True,False,False,False,,,,False,False,False
Q31NP1,Q31NP1_SYNE7,Q31NP1,SYNPCC7942_RS06640,Synpcc7942_1298,True,False,False,False,,,,False,False,False
Q31NQ2,Q31NQ2_SYNE7,Q31NQ2,SYNPCC7942_RS06590,Synpcc7942_1287,True,False,False,False,,,,False,False,False
Q31NP3,Q31NP3_SYNE7,Q31NP3,SYNPCC7942_RS06630,Synpcc7942_1296,True,False,False,False,,,,False,False,False
Q31N88,Q31N88_SYNE7,Q31N88,SYNPCC7942_RS07425,Synpcc7942_1451,True,False,False,False,,,,False,False,False
Q31NP5,Q31NP5_SYNE7,Q31NP5,SYNPCC7942_RS06620,Synpcc7942_1294,True,False,False,False,,,,False,False,False
Q31KZ3,Q31KZ3_SYNE7,Q31KZ3,SYNPCC7942_RS11405,Synpcc7942_2246,True,False,False,False,,,,False,False,False
Q31NQ1,Q31NQ1_SYNE7,Q31NQ1,SYNPCC7942_RS06595,Synpcc7942_1288,True,False,False,False,,,,False,False,False
Q31NK7,Q31NK7_SYNE7,Q31NK7,SYNPCC7942_RS06810,Synpcc7942_1332,True,False,False,False,,,,False,False,False
Q31NQ8,Q31NQ8_SYNE7,Q31NQ8,SYNPCC7942_RS06560,Synpcc7942_1281,True,False,False,False,,,,False,False,False
Q31NQ9,Q31NQ9_SYNE7,Q31NQ9,SYNPCC7942_RS06555,Synpcc7942_1280,True,False,False,False,,,,False,False,False
Q31NR3,Q31NR3_SYNE7,Q31NR3,SYNPCC7942_RS06535,Synpcc7942_1276,True,False,False,False,,,,False,False,False
Q31NR4,Q31NR4_SYNE7,Q31NR4,SYNPCC7942_RS06530,Synpcc7942_1275,True,False,False,False,,,,False,False,False
Q31NQ0,Q31NQ0_SYNE7,Q31NQ0,SYNPCC7942_RS06600,Synpcc7942_1289,True,False,False,False,,,,False,False,False
Q31NR6,Q31NR6_SYNE7,Q31NR6,SYNPCC7942_RS06520,Synpcc7942_1273,True,False,False,False,,,,False,False,False
Q31NJ6,NU1C_SYNE7,Q31NJ6,SYNPCC7942_RS06865,Synpcc7942_1343,True,False,False,False,,,,False,False,False
Q31NR8,Q31NR8_SYNE7,Q31NR8,SYNPCC7942_RS06510,Synpcc7942_1271,True,False,False,False,,,,False,False,False
Q31NR9,Q31NR9_SYNE7,Q31NR9,SYNPCC7942_RS06505,Synpcc7942_1270,True,False,False,False,,,,False,False,False
Q31NS0,Q31NS0_SYNE7,Q31NS0,SYNPCC7942_RS06500,Synpcc7942_1269,True,False,False,False,,,,False,False,False
Q31LM8,Q31LM8_SYNE7,Q31LM8,SYNPCC7942_RS10200,Synpcc7942_2011,True,False,False,False,,,,False,False,False
Q31NS2,Q31NS2_SYNE7,Q31NS2,SYNPCC7942_RS06490,Synpcc7942_1267,True,False,False,False,,,,False,False,False
Q31NS3,Q31NS3_SYNE7,Q31NS3,SYNPCC7942_RS06485,Synpcc7942_1266,True,False,False,False,,,,False,False,False
Q31NS4,Q31NS4_SYNE7,Q31NS4,SYNPCC7942_RS06480,Synpcc7942_1265,True,False,False,False,,,,False,False,False
Q31MN8,Q31MN8_SYNE7,Q31MN8,SYNPCC7942_RS08420,Synpcc7942_1651,True,False,False,False,,,,False,False,False
Q31NS6,Q31NS6_SYNE7,Q31NS6,SYNPCC7942_RS06470,Synpcc7942_1263,True,False,False,False,,,,False,False,False
Q31KX6,SYH_SYNE7,Q31KX6,SYNPCC7942_RS11500,Synpcc7942_2263,True,False,False,False,,,,False,False,False
P27134,CYNT_SYNE7,P27134,SYNPCC7942_RS07405,Synpcc7942_1447,True,False,False,False,,,,False,False,False
Q31NS7,Q31NS7_SYNE7,Q31NS7,SYNPCC7942_RS06465,Synpcc7942_1262,True,False,False,False,,,,False,False,False
Q31QL0,Q31QL0_SYNE7,Q31QL0,SYNPCC7942_RS03220,Synpcc7942_0627,True,False,False,False,,,,False,False,False
Q31NT1,Q31NT1_SYNE7,Q31NT1,SYNPCC7942_RS06445,Synpcc7942_1258,True,False,False,False,,,,False,False,False
Q31NT2,Q31NT2_SYNE7,Q31NT2,SYNPCC7942_RS06440,Synpcc7942_1257,True,False,False,False,,,,False,False,False
Q31NT3,Q31NT3_SYNE7,Q31NT3,SYNPCC7942_RS06435,Synpcc7942_1256,True,False,False,False,,,,False,False,False
Q31NT4,Q31NT4_SYNE7,Q31NT4,SYNPCC7942_RS06430,Synpcc7942_1255,True,False,False,False,,,,False,False,False
Q31LB6,TRPD_SYNE7,Q31LB6,SYNPCC7942_RS10765,Synpcc7942_2123,True,False,False,False,,,,False,False,False
Q31NT6,Q31NT6_SYNE7,Q31NT6,SYNPCC7942_RS06420,Synpcc7942_1253,True,False,False,False,,,,False,False,False
Q31NT7,Q31NT7_SYNE7,Q31NT7,SYNPCC7942_RS06415,Synpcc7942_1252,True,False,False,False,,,,False,False,False
Q31NT8,Q31NT8_SYNE7,Q31NT8,SYNPCC7942_RS06410,Synpcc7942_1251,True,False,False,False,,,,False,False,False
Q31NT9,Q31NT9_SYNE7,Q31NT9,SYNPCC7942_RS06405,Synpcc7942_1250,True,False,False,False,,,,False,False,False
Q31NU1,Q31NU1_SYNE7,Q31NU1,SYNPCC7942_RS06395,Synpcc7942_1248,True,False,False,False,,,,False,False,False
Q31NU3,Q31NU3_SYNE7,Q31NU3,SYNPCC7942_RS06385,Synpcc7942_1246,True,False,False,False,,,,False,False,False
Q31NU5,Q31NU5_SYNE7,Q31NU5,SYNPCC7942_RS06375,Synpcc7942_1244,True,False,False,False,,,,False,False,False
Q935Y4,OTC_SYNE7,Q935Y4,SYNPCC7942_RS12760,Synpcc7942_2514,True,False,False,False,,,,False,False,False
Q31LL1,Q31LL1_SYNE7,Q31LL1,SYNPCC7942_RS10290,Synpcc7942_2028,True,False,False,False,,,,False,False,False
Q31NW0,Q31NW0_SYNE7,Q31NW0,SYNPCC7942_RS06300,Synpcc7942_1229,True,False,False,False,,,,False,False,False
Q31MS1,Q31MS1_SYNE7,Q31MS1,SYNPCC7942_RS08255,Synpcc7942_1618,True,False,False,False,,,,False,False,False
Q31NW3,Q31NW3_SYNE7,Q31NW3,SYNPCC7942_RS06280,Synpcc7942_1226,True,False,False,False,,,,False,False,False
Q31NW5,Q31NW5_SYNE7,Q31NW5,SYNPCC7942_RS06270,Synpcc7942_1224,True,False,False,False,,,,False,False,False
Q31NY1,Q31NY1_SYNE7,Q31NY1,SYNPCC7942_RS06185,Synpcc7942_1208,True,False,False,False,,,,False,False,False
Q31NY7,Q31NY7_SYNE7,Q31NY7,SYNPCC7942_RS06155,Synpcc7942_1202,True,False,False,False,,,,False,False,False
Q31NY9,Q31NY9_SYNE7,Q31NY9,SYNPCC7942_RS06145,Synpcc7942_1200,True,False,False,False,,,,False,False,False
Q31NZ0,Q31NZ0_SYNE7,Q31NZ0,SYNPCC7942_RS06140,Synpcc7942_1199,True,False,False,False,,,,False,False,False
Q31RD5,Q31RD5_SYNE7,Q31RD5,SYNPCC7942_RS01790,Synpcc7942_0352,True,False,False,False,,,,False,False,False
Q31KN7,Q31KN7_SYNE7,Q31KN7,SYNPCC7942_RS11950,Synpcc7942_2352,True,False,False,False,,,,False,False,False
Q31LF4,Q31LF4_SYNE7,Q31LF4,SYNPCC7942_RS10570,Synpcc7942_2085,True,False,False,False,,,,False,False,False
Q31NZ7,Q31NZ7_SYNE7,Q31NZ7,SYNPCC7942_RS06105,Synpcc7942_1192,True,False,False,False,,,,False,False,False
Q31P02,Q31P02_SYNE7,Q31P02,SYNPCC7942_RS06080,Synpcc7942_1187,True,False,False,False,,,,False,False,False
Q31P03,Q31P03_SYNE7,Q31P03,SYNPCC7942_RS06075,Synpcc7942_1186,True,False,False,False,,,,False,False,False
Q31P16,Q31P16_SYNE7,Q31P16,SYNPCC7942_RS06015,Synpcc7942_1173,True,False,False,False,,,,False,False,False
Q31P17,Q31P17_SYNE7,Q31P17,SYNPCC7942_RS06010,Synpcc7942_1172,True,False,False,False,,,,False,False,False
Q31P18,Q31P18_SYNE7,Q31P18,SYNPCC7942_RS06005,Synpcc7942_1171,True,False,False,False,,,,False,False,False
Q31P20,Q31P20_SYNE7,Q31P20,SYNPCC7942_RS05995,Synpcc7942_1169,True,False,False,False,,,,False,False,False
Q31P22,Q31P22_SYNE7,Q31P22,SYNPCC7942_RS05985,Synpcc7942_1167,True,False,False,False,,,,False,False,False
Q31P23,Q31P23_SYNE7,Q31P23,SYNPCC7942_RS05980,Synpcc7942_1166,True,False,False,False,,,,False,False,False
Q31P30,Q31P30_SYNE7,Q31P30,SYNPCC7942_RS05940,Synpcc7942_1159,True,False,False,False,,,,False,False,False
Q31P53,Q31P53_SYNE7,Q31P53,SYNPCC7942_RS05815,Synpcc7942_1136,True,False,False,False,,,,False,False,False
Q54975,PURK_SYNE7,Q54975,SYNPCC7942_RS07305,Synpcc7942_1428,True,False,False,False,,,,False,False,False
P95822,PSAL_SYNE7,P95822,SYNPCC7942_RS11900,Synpcc7942_2342,True,False,False,False,,,,False,False,False
Q31P34,Q31P34_SYNE7,Q31P34,SYNPCC7942_RS05920,Synpcc7942_1155,True,False,False,False,,,,False,False,False
Q31JY3,SYT_SYNE7,Q31JY3,SYNPCC7942_RS13275,Synpcc7942_2606,True,False,False,False,,,,False,False,False
Q31P36,Q31P36_SYNE7,Q31P36,SYNPCC7942_RS05910,Synpcc7942_1153,True,False,False,False,,,,False,False,False
Q31P37,Q31P37_SYNE7,,,,False,False,True,False,,,,True,False,False
Q31P39,Q31P39_SYNE7,Q31P39,SYNPCC7942_RS05895,Synpcc7942_1150,True,False,False,False,,,,False,False,False
Q31P40,Q31P40_SYNE7,Q31P40,SYNPCC7942_RS05885,Synpcc7942_1149,True,False,False,False,,,,False,False,False
Q31LF8,Q31LF8_SYNE7,Q31LF8,SYNPCC7942_RS10550,Synpcc7942_2081,True,False,False,False,,,,False,False,False
Q31P43,Q31P43_SYNE7,Q31P43,SYNPCC7942_RS05870,Synpcc7942_1146,True,False,False,False,,,,False,False,False
Q31P44,Q31P44_SYNE7,Q31P44,SYNPCC7942_RS05865,Synpcc7942_1145,True,False,False,False,,,,False,False,False
Q31RJ4,Q31RJ4_SYNE7,Q31RJ4,SYNPCC7942_RS01495,Synpcc7942_0293,True,False,False,False,,,,False,False,False
Q31P46,Q31P46_SYNE7,Q31P46,SYNPCC7942_RS05850,Synpcc7942_1143,True,False,False,False,,,,False,False,False
Q31ND3,Q31ND3_SYNE7,Q31ND3,SYNPCC7942_RS07195,Synpcc7942_1406,True,False,False,False,,,,False,False,False
Q31RR3,PSBN_SYNE7,Q31RR3,SYNPCC7942_RS01140,Synpcc7942_0224,True,False,False,False,,,,False,False,False
Q31P49,Q31P49_SYNE7,Q31P49,SYNPCC7942_RS05835,Synpcc7942_1140,True,False,False,False,,,,False,False,False
Q31P50,Q31P50_SYNE7,Q31P50,SYNPCC7942_RS05830,Synpcc7942_1139,True,False,False,False,,,,False,False,False
Q31P51,Q31P51_SYNE7,Q31P51,SYNPCC7942_RS05825,Synpcc7942_1138,True,False,False,False,,,,False,False,False
Q55357,SECA_SYNE7,Q55357,SYNPCC7942_RS01470,Synpcc7942_0289,True,False,False,False,,,,False,False,False
Q31PD9,Q31PD9_SYNE7,Q31PD9,SYNPCC7942_RS05385,Synpcc7942_1050,True,False,False,False,,,,False,False,False
Q31SB9,Q31SB9_SYNE7,Q31SB9,SYNPCC7942_RS00095,Synpcc7942_0018,True,False,False,False,,,,False,False,False
Q31P59,Q31P59_SYNE7,Q31P59,SYNPCC7942_RS05785,Synpcc7942_1130,True,False,False,False,,,,False,False,False
Q31P60,Q31P60_SYNE7,Q31P60,SYNPCC7942_RS05780,Synpcc7942_1129,True,False,False,False,,,,False,False,False
Q31KV8,Q31KV8_SYNE7,Q31KV8,SYNPCC7942_RS11595,Synpcc7942_2281,True,False,False,False,,,,False,False,False
Q31S57,Q31S57_SYNE7,Q31S57,SYNPCC7942_RS00395,Synpcc7942_0080,True,False,False,False,,,,False,False,False
Q31RG5,CCS1_SYNE7,Q31RG5,SYNPCC7942_RS01640,Synpcc7942_0322,True,False,False,False,,,,False,False,False
Q31QW7,CCMP_SYNE7,Q31QW7,SYNPCC7942_RS02640,Synpcc7942_0520,True,False,False,False,,,,False,False,False
Q31P69,Q31P69_SYNE7,Q31P69,SYNPCC7942_RS05740,Synpcc7942_1120,True,False,False,False,,,,False,False,False
Q6BBK3,Q6BBK3_SYNE7,Q6BBK3,SYNPCC7942_RS01840,Synpcc7942_0361,True,False,False,False,,,,False,False,False
Q31S62,Q31S62_SYNE7,Q31S62,SYNPCC7942_RS00370,Synpcc7942_0075,True,False,False,False,,,,False,False,False
Q31P74,Q31P74_SYNE7,Q31P74,SYNPCC7942_RS05715,Synpcc7942_1115,True,False,False,False,,,,False,False,False
Q31P75,Q31P75_SYNE7,Q31P75,SYNPCC7942_RS05710,Synpcc7942_1114,True,False,False,False,,,,False,False,False
Q31P76,Q31P76_SYNE7,Q31P76,SYNPCC7942_RS05705,Synpcc7942_1113,True,False,False,False,,,,False,False,False
Q31P79,Q31P79_SYNE7,Q31P79,SYNPCC7942_RS05690,Synpcc7942_1110,True,False,False,False,,,,False,False,False
Q31P80,Q31P80_SYNE7,Q31P80,SYNPCC7942_RS05685,Synpcc7942_1109,True,False,False,False,,,,False,False,False
Q31MH0,Q31MH0_SYNE7,Q31MH0,SYNPCC7942_RS08745,Synpcc7942_1719,True,False,False,False,,,,False,False,False
Q31L64,IDIA_SYNE7,Q31L64,SYNPCC7942_RS11055,Synpcc7942_2175,True,False,False,False,,,,False,False,False
Q31P83,Q31P83_SYNE7,Q31P83,SYNPCC7942_RS05670,Synpcc7942_1106,True,False,False,False,,,,False,False,False
Q31QJ5,Q31QJ5_SYNE7,Q31QJ5,SYNPCC7942_RS03295,Synpcc7942_0642,True,False,False,False,,,,False,False,False
Q31P86,Q31P86_SYNE7,Q31P86,SYNPCC7942_RS05655,Synpcc7942_1103,True,False,False,False,,,,False,False,False
Q31P87,Q31P87_SYNE7,Q31P87,SYNPCC7942_RS05650,Synpcc7942_1102,True,False,False,False,,,,False,False,False
Q31LG4,Q31LG4_SYNE7,Q31LG4,SYNPCC7942_RS10520,Synpcc7942_2075,True,False,False,False,,,,False,False,False
Q31P89,Q31P89_SYNE7,Q31P89,SYNPCC7942_RS05640,Synpcc7942_1100,True,False,False,False,,,,False,False,False
Q55041,PURL_SYNE7,Q55041,SYNPCC7942_RS00015,Synpcc7942_0003,True,False,False,False,,,,False,False,False
Q31QL1,ILVD_SYNE7,Q31QL1,SYNPCC7942_RS03210,Synpcc7942_0626,True,False,False,False,,,,False,False,False
Q31P97,Q31P97_SYNE7,Q31P97,SYNPCC7942_RS05605,Synpcc7942_1092,True,False,False,False,,,,False,False,False
Q31P98,Q31P98_SYNE7,Q31P98,SYNPCC7942_RS05600,Synpcc7942_1091,True,False,False,False,,,,False,False,False
Q31P99,Q31P99_SYNE7,Q31P99,SYNPCC7942_RS05595,Synpcc7942_1090,True,False,False,False,,,,False,False,False
Q31PA2,Q31PA2_SYNE7,Q31PA2,SYNPCC7942_RS05580,Synpcc7942_1087,True,False,False,False,,,,False,False,False
Q31PA6,Q31PA6_SYNE7,Q31PA6,SYNPCC7942_RS05560,Synpcc7942_1083,True,False,False,False,,,,False,False,False
Q31PA8,Q31PA8_SYNE7,Q31PA8,SYNPCC7942_RS05550,Synpcc7942_1081,True,False,False,False,,,,False,False,False
Q31PA9,Q31PA9_SYNE7,Q31PA9,SYNPCC7942_RS05545,Synpcc7942_1080,True,False,False,False,,,,False,False,False
Q31PB0,Q31PB0_SYNE7,Q31PB0,SYNPCC7942_RS05535,Synpcc7942_1079,True,False,False,False,,,,False,False,False
Q8GAA6,TGT_SYNE7,Q8GAA6,SYNPCC7942_RS02325,Synpcc7942_0455,True,False,False,False,,,,False,False,False
Q31PB2,Q31PB2_SYNE7,Q31PB2,SYNPCC7942_RS05525,Synpcc7942_1077,True,False,False,False,,,,False,False,False
Q31PB3,Q31PB3_SYNE7,Q31PB3,SYNPCC7942_RS05520,Synpcc7942_1076,True,False,False,False,,,,False,False,False
Q31M15,Q31M15_SYNE7,Q31M15,SYNPCC7942_RS09505,Synpcc7942_1874,True,False,False,False,,,,False,False,False
Q31PB8,Q31PB8_SYNE7,Q31PB8,SYNPCC7942_RS05495,Synpcc7942_1071,True,False,False,False,,,,False,False,False
Q31PB9,Q31PB9_SYNE7,Q31PB9,SYNPCC7942_RS05490,Synpcc7942_1070,True,False,False,False,,,,False,False,False
Q31MD8,Q31MD8_SYNE7,Q31MD8,SYNPCC7942_RS08910,Synpcc7942_1751,True,False,False,False,,,,False,False,False
Q31RN5,Q31RN5_SYNE7,Q31RN5,SYNPCC7942_RS01285,Synpcc7942_0252,True,False,False,False,,,,False,False,False
Q31PC2,Q31PC2_SYNE7,Q31PC2,SYNPCC7942_RS05475,Synpcc7942_1067,True,False,False,False,,,,False,False,False
Q31PC4,Q31PC4_SYNE7,Q31PC4,SYNPCC7942_RS05465,Synpcc7942_1065,True,False,False,False,,,,False,False,False
Q31PC5,Q31PC5_SYNE7,Q31PC5,SYNPCC7942_RS05460,Synpcc7942_1064,True,False,False,False,,,,False,False,False
Q31N18,Q31N18_SYNE7,Q31N18,SYNPCC7942_RS07775,Synpcc7942_1521,True,False,False,False,,,,False,False,False
Q31PC8,Q31PC8_SYNE7,Q31PC8,SYNPCC7942_RS05445,Synpcc7942_1061,True,False,False,False,,,,False,False,False
Q31PC9,Q31PC9_SYNE7,Q31PC9,SYNPCC7942_RS05435,Synpcc7942_1060,True,False,False,False,,,,False,False,False
Q31PD0,Q31PD0_SYNE7,Q31PD0,SYNPCC7942_RS05430,Synpcc7942_1059,True,False,False,False,,,,False,False,False
Q31PD1,Q31PD1_SYNE7,Q31PD1,SYNPCC7942_RS05425,Synpcc7942_1058,True,False,False,False,,,,False,False,False
Q31PD2,Q31PD2_SYNE7,Q31PD2,SYNPCC7942_RS05420,Synpcc7942_1057,True,False,False,False,,,,False,False,False
Q31PC1,Q31PC1_SYNE7,Q31PC1,SYNPCC7942_RS05480,Synpcc7942_1068,True,False,False,False,,,,False,False,False
Q31NS8,Q31NS8_SYNE7,Q31NS8,SYNPCC7942_RS06460,Synpcc7942_1261,True,False,False,False,,,,False,False,False
Q31LW2,DAPF_SYNE7,Q31LW2,SYNPCC7942_RS09780,Synpcc7942_1927,True,False,False,False,,,,False,False,False
Q31NA4,MEND_SYNE7,Q31NA4,SYNPCC7942_RS07340,Synpcc7942_1435,True,False,False,False,,,,False,False,False
Q31N20,Q31N20_SYNE7,Q31N20,SYNPCC7942_RS07765,Synpcc7942_1519,True,False,False,False,,,,False,False,False
Q31PE5,Q31PE5_SYNE7,Q31PE5,SYNPCC7942_RS05355,Synpcc7942_1044,True,False,False,False,,,,False,False,False
Q31RR0,PTH_SYNE7,Q31RR0,SYNPCC7942_RS01155,Synpcc7942_0227,True,False,False,False,,,,False,False,False
Q31PF0,Q31PF0_SYNE7,Q31PF0,SYNPCC7942_RS05335,Synpcc7942_1039,True,False,False,False,,,,False,False,False
P27477,THTR_SYNE7,P27477,SYNPCC7942_RS08605,Synpcc7942_1689,True,False,False,False,,,,False,False,False
Q31PF3,Q31PF3_SYNE7,Q31PF3,SYNPCC7942_RS05320,Synpcc7942_1036,True,False,False,False,,,,False,False,False
Q31RH4,Q31RH4_SYNE7,Q31RH4,SYNPCC7942_RS01595,Synpcc7942_0313,True,False,False,False,,,,False,False,False
Q31PF5,Q31PF5_SYNE7,Q31PF5,SYNPCC7942_RS05310,Synpcc7942_1034,True,False,False,False,,,,False,False,False
Q31PF6,Q31PF6_SYNE7,Q31PF6,SYNPCC7942_RS05305,Synpcc7942_1033,True,False,False,False,,,,False,False,False
O05160,O05160_SYNE7,O05160,,,False,True,False,False,Q31KP5,99.675,0.8876080691642652,False,False,True
O50209,O50209_SYNE7,O50209,SYNPCC7942_RS10965,Synpcc7942_2158,True,False,False,False,,,,False,False,False
Q31LS5,Q31LS5_SYNE7,Q31LS5,SYNPCC7942_RS09965,Synpcc7942_1964,True,False,False,False,,,,False,False,False
Q31PG3,Q31PG3_SYNE7,Q31PG3,SYNPCC7942_RS05270,Synpcc7942_1026,True,False,False,False,,,,False,False,False
Q31QJ7,Q31QJ7_SYNE7,Q31QJ7,SYNPCC7942_RS03285,Synpcc7942_0640,True,False,False,False,,,,False,False,False
Q31PG7,Q31PG7_SYNE7,Q31PG7,SYNPCC7942_RS05255,Synpcc7942_1022,True,False,False,False,,,,False,False,False
Q31NR5,Q31NR5_SYNE7,Q31NR5,SYNPCC7942_RS06525,Synpcc7942_1274,True,False,False,False,,,,False,False,False
Q31PX6,Q31PX6_SYNE7,Q31PX6,SYNPCC7942_RS04450,Synpcc7942_0863,True,False,False,False,,,,False,False,False
Q31PH3,Q31PH3_SYNE7,Q31PH3,SYNPCC7942_RS05220,Synpcc7942_1016,True,False,False,False,,,,False,False,False
Q31P84,Q31P84_SYNE7,Q31P84,SYNPCC7942_RS05665,Synpcc7942_1105,True,False,False,False,,,,False,False,False
Q31M58,Q31M58_SYNE7,Q31M58,SYNPCC7942_RS09290,Synpcc7942_1831,True,False,False,False,,,,False,False,False
Q31NF6,Q31NF6_SYNE7,Q31NF6,SYNPCC7942_RS07080,Synpcc7942_1383,True,False,False,False,,,,False,False,False
Q31PI0,Q31PI0_SYNE7,Q31PI0,SYNPCC7942_RS05180,Synpcc7942_1009,True,False,False,False,,,,False,False,False
Q31PI1,Q31PI1_SYNE7,Q31PI1,SYNPCC7942_RS05175,Synpcc7942_1008,True,False,False,False,,,,False,False,False
Q31QJ8,ENO_SYNE7,Q31QJ8,SYNPCC7942_RS03280,Synpcc7942_0639,True,False,False,False,,,,False,False,False
P53533,CLPB1_SYNE7,P53533,SYNPCC7942_RS05590,Synpcc7942_1089,True,False,False,False,,,,False,False,False
Q31PI4,Q31PI4_SYNE7,Q31PI4,SYNPCC7942_RS05155,Synpcc7942_1005,True,False,False,False,,,,False,False,False
Q31RM0,RSMG_SYNE7,Q31RM0,SYNPCC7942_RS01360,Synpcc7942_0267,True,False,False,False,,,,False,False,False
Q31PI7,Q31PI7_SYNE7,Q31PI7,SYNPCC7942_RS05140,Synpcc7942_1002,True,False,False,False,,,,False,False,False
Q31RP7,Q31RP7_SYNE7,Q31RP7,SYNPCC7942_RS01220,Synpcc7942_0240,True,False,False,False,,,,False,False,False
Q31PI9,Q31PI9_SYNE7,Q31PI9,SYNPCC7942_RS05130,Synpcc7942_1000,True,False,False,False,,,,False,False,False
Q31M37,Q31M37_SYNE7,Q31M37,SYNPCC7942_RS09395,Synpcc7942_1852,True,False,False,False,,,,False,False,False
Q31PJ3,Q31PJ3_SYNE7,Q31PJ3,SYNPCC7942_RS05115,Synpcc7942_0996,True,False,False,False,,,,False,False,False
Q31PJ5,Q31PJ5_SYNE7,Q31PJ5,SYNPCC7942_RS05105,Synpcc7942_0994,True,False,False,False,,,,False,False,False
Q31PJ6,Q31PJ6_SYNE7,Q31PJ6,SYNPCC7942_RS05100,Synpcc7942_0993,True,False,False,False,,,,False,False,False
Q31PJ7,Q31PJ7_SYNE7,Q31PJ7,SYNPCC7942_RS05095,Synpcc7942_0992,True,False,False,False,,,,False,False,False
Q31PJ9,Q31PJ9_SYNE7,Q31PJ9,SYNPCC7942_RS13875,Synpcc7942_0990,True,False,False,False,,,,False,False,False
Q31PW1,Q31PW1_SYNE7,Q31PW1,SYNPCC7942_RS04525,Synpcc7942_0878,True,False,False,False,,,,False,False,False
Q31PK3,Q31PK3_SYNE7,Q31PK3,SYNPCC7942_RS05065,Synpcc7942_0986,True,False,False,False,,,,False,False,False
Q31PK4,Q31PK4_SYNE7,Q31PK4,SYNPCC7942_RS05060,Synpcc7942_0985,True,False,False,False,,,,False,False,False
Q31PK6,Q31PK6_SYNE7,Q31PK6,SYNPCC7942_RS05050,Synpcc7942_0983,True,False,False,False,,,,False,False,False
Q31PK7,Q31PK7_SYNE7,Q31PK7,SYNPCC7942_RS05045,Synpcc7942_0982,True,False,False,False,,,,False,False,False
Q31PK8,Q31PK8_SYNE7,Q31PK8,SYNPCC7942_RS05040,Synpcc7942_0981,True,False,False,False,,,,False,False,False
Q31MA2,Q31MA2_SYNE7,Q31MA2,SYNPCC7942_RS09080,Synpcc7942_1787,True,False,False,False,,,,False,False,False
Q31KH5,Q31KH5_SYNE7,Q31KH5,SYNPCC7942_RS12265,Synpcc7942_2414,True,False,False,False,,,,False,False,False
Q31PL3,Q31PL3_SYNE7,Q31PL3,SYNPCC7942_RS05010,Synpcc7942_0976,True,False,False,False,,,,False,False,False
Q31PL7,Q31PL7_SYNE7,Q31PL7,SYNPCC7942_RS04995,Synpcc7942_0972,True,False,False,False,,,,False,False,False
P50590,NDK_SYNE7,P50590,SYNPCC7942_RS12670,Synpcc7942_2497,True,False,False,False,,,,False,False,False
Q31MB6,Q31MB6_SYNE7,Q31MB6,SYNPCC7942_RS09010,Synpcc7942_1773,True,False,False,False,,,,False,False,False
